"","tag","rho","user.time"
"196","C++v1",0.3,1.10599999999999
"197","C++v1",0.3,1.10799999999995
"198","C++v1",0.3,1.12599999999998
"199","C++v1",0.3,1.10599999999999
"200","C++v1",0.3,1.12100000000009
"201","C++v1",0.4,2.20500000000015
"202","C++v1",0.4,0.708000000000084
"203","C++v1",0.4,0.560999999999922
"204","C++v1",0.4,2.09500000000003
"205","C++v1",0.4,0.40099999999984
"206","C++v1",0.4,0.433999999999969
"207","C++v1",0.4,0.357999999999947
"208","C++v1",0.4,0.311999999999898
"209","C++v1",0.4,0.369999999999891
"210","C++v1",0.4,0.355000000000018
"211","C++v1",0.4,2.07999999999993
"212","C++v1",0.4,0.534000000000106
"213","C++v1",0.4,2.05899999999997
"214","C++v1",0.4,0.503999999999905
"215","C++v1",0.4,2.10300000000007
"216","C++v1",0.4,2.029
"217","C++v1",0.4,0.778999999999996
"218","C++v1",0.4,2.05899999999997
"219","C++v1",0.4,0.6099999999999
"220","C++v1",0.4,0.438999999999851
"221","C++v1",0.5,0.347999999999956
"222","C++v1",0.5,0.391000000000076
"223","C++v1",0.5,0.32100000000014
"224","C++v1",0.5,0.296000000000049
"225","C++v1",0.5,0.392000000000053
"226","C++v1",0.5,0.433999999999969
"227","C++v1",0.5,0.528999999999996
"228","C++v1",0.5,0.36200000000008
"229","C++v1",0.5,0.358000000000175
"230","C++v1",0.5,0.378999999999905
"231","C++v1",0.5,0.430000000000064
"232","C++v1",0.5,0.401000000000067
"233","C++v1",0.5,0.424999999999955
"234","C++v1",0.5,0.364000000000033
"235","C++v1",0.5,0.395999999999958
"236","C++v1",0.5,2.00099999999998
"237","C++v1",0.5,0.329999999999927
"238","C++v1",0.5,1.90100000000007
"239","C++v1",0.5,0.417000000000144
"240","C++v1",0.5,0.284999999999854
"241","C++v1",0.6,0.298999999999978
"242","C++v1",0.6,0.211999999999989
"243","C++v1",0.6,0.230999999999995
"244","C++v1",0.6,0.30399999999986
"245","C++v1",0.6,0.182999999999993
"246","C++v1",0.6,0.304000000000087
"247","C++v1",0.6,0.201999999999998
"248","C++v1",0.6,0.31899999999996
"249","C++v1",0.6,0.223000000000184
"250","C++v1",0.6,0.258000000000038
"251","C++v1",0.6,0.272999999999911
"252","C++v1",0.6,0.173000000000002
"253","C++v1",0.6,0.281000000000176
"254","C++v1",0.6,0.324000000000069
"255","C++v1",0.6,0.296000000000049
"256","C++v1",0.6,0.321999999999889
"257","C++v1",0.6,0.182000000000016
"258","C++v1",0.6,0.336000000000013
"259","C++v1",0.6,0.25
"260","C++v1",0.6,0.260999999999967
"261","C++v1",0.7,0.168999999999869
"262","C++v1",0.7,0.135999999999967
"263","C++v1",0.7,0.128999999999905
"264","C++v1",0.7,0.130000000000109
"265","C++v1",0.7,0.144000000000005
"266","C++v1",0.7,0.112999999999829
"267","C++v1",0.7,0.125999999999976
"268","C++v1",0.7,0.152000000000044
"269","C++v1",0.7,0.115999999999985
"270","C++v1",0.7,0.138000000000147
"271","C++v1",0.7,0.134999999999991
"272","C++v1",0.7,0.119999999999891
"273","C++v1",0.7,0.144999999999982
"274","C++v1",0.7,0.156999999999925
"275","C++v1",0.7,0.105000000000018
"276","C++v1",0.7,0.125999999999976
"277","C++v1",0.7,0.114000000000033
"278","C++v1",0.7,0.131000000000085
"279","C++v1",0.7,0.188000000000102
"280","C++v1",0.7,0.122000000000071
"281","C++v2",0.1,2.06899999999996
"282","C++v2",0.1,2.101
"283","C++v2",0.1,2.05799999999999
"284","C++v2",0.1,2.05000000000007
"285","C++v2",0.1,2.05000000000007
"286","C++v2",0.1,2.0630000000001
"287","C++v2",0.1,2.09100000000001
"288","C++v2",0.1,2.08299999999997
"289","C++v2",0.1,2.01699999999994
"290","C++v2",0.1,2.04700000000003
"291","C++v2",0.1,2.05500000000006
"292","C++v2",0.1,2.06600000000003
"293","C++v2",0.1,2.09599999999989
"294","C++v2",0.1,2.053
"295","C++v2",0.1,2.05900000000008
"296","C++v2",0.1,2.08199999999999
"297","C++v2",0.1,2.072
"298","C++v2",0.1,2.06799999999998
"299","C++v2",0.1,2.04599999999994
"300","C++v2",0.1,2.11899999999991
"301","C++v2",0.2,3.99899999999991
"302","C++v2",0.2,4.03800000000001
"303","C++v2",0.2,3.995
"304","C++v2",0.2,4.01700000000005
"305","C++v2",0.2,3.97399999999993
"306","C++v2",0.2,3.97799999999995
"307","C++v2",0.2,4.04999999999995
"308","C++v2",0.2,4.00099999999998
"309","C++v2",0.2,4
"310","C++v2",0.2,3.99299999999994
"311","C++v2",0.2,3.96299999999997
"312","C++v2",0.2,4.03700000000003
"313","C++v2",0.2,3.97899999999993
"314","C++v2",0.2,4.01400000000012
"315","C++v2",0.2,4.04399999999987
"316","C++v2",0.2,4.04200000000014
"317","C++v2",0.2,4.17100000000005
"318","C++v2",0.2,4.45100000000002
"319","C++v2",0.2,4
"320","C++v2",0.2,4.03400000000011
"321","C++v2",0.3,5.59500000000003
"322","C++v2",0.3,5.31400000000008
"323","C++v2",0.3,5.35899999999992
"324","C++v2",0.3,5.423
"325","C++v2",0.3,5.29399999999987
"326","C++v2",0.3,5.37400000000002
"327","C++v2",0.3,5.39800000000014
"328","C++v2",0.3,5.4670000000001
"329","C++v2",0.3,5.36000000000013
"330","C++v2",0.3,5.43700000000013
"331","C++v2",0.3,5.4079999999999
"332","C++v2",0.3,5.52500000000009
"333","C++v2",0.3,5.49299999999994
"334","C++v2",0.3,5.44299999999998
"335","C++v2",0.3,5.3599999999999
"336","C++v2",0.3,5.40899999999988
"337","C++v2",0.3,5.45700000000011
"338","C++v2",0.3,5.53700000000003
"339","C++v2",0.3,5.404
"340","C++v2",0.3,5.45899999999983
"341","C++v2",0.4,6.36899999999991
"342","C++v2",0.4,1.88200000000006
"343","C++v2",0.4,1.45399999999995
"344","C++v2",0.4,5.97199999999998
"345","C++v2",0.4,1.01900000000001
"346","C++v2",0.4,1.09899999999993
"347","C++v2",0.4,0.906999999999925
"348","C++v2",0.4,0.796000000000049
"349","C++v2",0.4,0.944000000000187
"350","C++v2",0.4,0.912000000000035
"351","C++v2",0.4,5.98199999999997
"352","C++v2",0.4,1.37899999999991
"353","C++v2",0.4,5.9849999999999
"354","C++v2",0.4,1.27700000000004
"355","C++v2",0.4,5.57200000000012
"356","C++v2",0.4,5.54199999999992
"357","C++v2",0.4,2.00500000000011
"358","C++v2",0.4,5.95800000000008
"359","C++v2",0.4,1.55500000000006
"360","C++v2",0.4,1.12700000000018
"361","C++v2",0.5,0.84699999999998
"362","C++v2",0.5,0.964999999999918
"363","C++v2",0.5,0.788000000000011
"364","C++v2",0.5,0.715000000000146
"365","C++v2",0.5,0.967999999999847
"366","C++v2",0.5,1.08399999999983
"367","C++v2",0.5,1.36099999999988
"368","C++v2",0.5,0.879999999999882
"369","C++v2",0.5,0.873000000000047
"370","C++v2",0.5,0.933999999999969
"371","C++v2",0.5,1.0630000000001
"372","C++v2",0.5,0.977000000000089
"373","C++v2",0.5,1.05799999999999
"374","C++v2",0.5,0.888999999999896
"375","C++v2",0.5,0.978000000000065
"376","C++v2",0.5,5.17799999999988
"377","C++v2",0.5,0.777000000000044
"378","C++v2",0.5,4.90499999999997
"379","C++v2",0.5,1.08999999999992
"380","C++v2",0.5,0.671000000000049
"381","C++v2",0.6,0.757000000000062
"382","C++v2",0.6,0.480000000000018
"383","C++v2",0.6,0.55600000000004
"384","C++v2",0.6,0.740999999999985
"385","C++v2",0.6,0.402000000000044
"386","C++v2",0.6,0.742999999999938
"387","C++v2",0.6,0.454999999999927
"388","C++v2",0.6,0.778999999999996
"389","C++v2",0.6,0.539999999999964
"390","C++v2",0.6,0.623000000000047
"391","C++v2",0.6,0.662000000000035
"392","C++v2",0.6,0.412000000000035
"393","C++v2",0.6,0.682999999999993
"394","C++v2",0.6,0.759000000000015
"395","C++v2",0.6,0.7199999999998
"396","C++v2",0.6,0.79099999999994
"397","C++v2",0.6,0.399000000000115
"398","C++v2",0.6,0.82100000000014
"399","C++v2",0.6,0.606999999999971
"400","C++v2",0.6,0.598000000000184
"401","C++v2",0.7,0.406000000000176
"402","C++v2",0.7,0.321999999999889
"403","C++v2",0.7,0.271000000000186
"404","C++v2",0.7,0.274999999999864
"405","C++v2",0.7,0.339999999999918
"406","C++v2",0.7,0.233000000000175
"407","C++v2",0.7,0.2650000000001
"408","C++v2",0.7,0.363000000000056
"409","C++v2",0.7,0.239000000000033
"410","C++v2",0.7,0.323999999999842
"411","C++v2",0.7,0.312999999999874
"412","C++v2",0.7,0.248000000000047
"413","C++v2",0.7,0.311999999999898
"414","C++v2",0.7,0.375999999999976
"415","C++v2",0.7,0.240999999999985
"416","C++v2",0.7,0.265999999999849
"417","C++v2",0.7,0.230999999999995
"418","C++v2",0.7,0.304999999999836
"419","C++v2",0.7,0.450000000000045
"420","C++v2",0.7,0.255999999999858
