"","tag","rho","user.time"
"1","R",0.1,10.9189999999999
"2","R",0.1,10.902
"3","R",0.1,10.902
"4","R",0.1,11.5930000000001
"5","R",0.1,11.133
"6","R",0.1,10.9569999999999
"7","R",0.1,10.9390000000001
"8","R",0.1,12
"9","R",0.1,12.4730000000002
"10","R",0.1,11.7440000000001
"11","R",0.1,11.21
"12","R",0.1,11.723
"13","R",0.1,11.6800000000001
"14","R",0.1,11.203
"15","R",0.1,11.479
"16","R",0.1,11.145
"17","R",0.1,10.9970000000003
"18","R",0.1,11.9459999999999
"19","R",0.1,11.5630000000001
"20","R",0.1,11.5210000000002
"21","R",0.2,21.1410000000001
"22","R",0.2,21.511
"23","R",0.2,22.1399999999999
"24","R",0.2,22.4010000000003
"25","R",0.2,22.3939999999998
"26","R",0.2,22.223
"27","R",0.2,22.297
"28","R",0.2,22.1869999999999
"29","R",0.2,22.1599999999999
"30","R",0.2,22.1849999999999
"31","R",0.2,22.1030000000001
"32","R",0.2,22.0679999999998
"33","R",0.2,22.2199999999998
"34","R",0.2,22.2330000000002
"35","R",0.2,22.0329999999999
"36","R",0.2,22.386
"37","R",0.2,22.2060000000001
"38","R",0.2,22.2350000000001
"39","R",0.2,22.386
"40","R",0.2,22.6790000000001
"41","R",0.3,33.4069999999997
"42","R",0.3,33.223
"43","R",0.3,32.5120000000002
"44","R",0.3,33.6770000000001
"45","R",0.3,33.835
"46","R",0.3,33.9870000000001
"47","R",0.3,34.0929999999998
"48","R",0.3,33.8760000000002
"49","R",0.3,33.3420000000001
"50","R",0.3,33.3580000000002
"51","R",0.3,34.203
"52","R",0.3,32.6589999999997
"53","R",0.3,32.9950000000003
"54","R",0.3,33.221
"55","R",0.3,32.3800000000001
"56","R",0.3,32.5360000000001
"57","R",0.3,36.7290000000003
"58","R",0.3,35.4079999999999
"59","R",0.3,35.5599999999999
"60","R",0.3,35.4650000000001
"61","R",0.4,30.4279999999999
"62","R",0.4,12.0929999999998
"63","R",0.4,32.6980000000003
"64","R",0.4,22.3710000000001
"65","R",0.4,12.7290000000003
"66","R",0.4,33.2260000000006
"67","R",0.4,15.1980000000003
"68","R",0.4,32.5229999999992
"69","R",0.4,13.277
"70","R",0.4,20.8699999999999
"71","R",0.4,15.6400000000003
"72","R",0.4,6.98499999999967
"73","R",0.4,19.1620000000003
"74","R",0.4,11.5020000000004
"75","R",0.4,14.7579999999998
"76","R",0.4,9.10900000000038
"77","R",0.4,32.0160000000005
"78","R",0.4,9.2470000000003
"79","R",0.4,21.7140000000009
"80","R",0.4,21.2309999999998
"81","R",0.5,8.89300000000003
"82","R",0.5,11.6750000000002
"83","R",0.5,11.1980000000003
"84","R",0.5,12.3590000000004
"85","R",0.5,7.37700000000041
"86","R",0.5,11.9290000000001
"87","R",0.5,8.32900000000063
"88","R",0.5,8.32099999999991
"89","R",0.5,16.2120000000004
"90","R",0.5,7.96399999999994
"91","R",0.5,12.7429999999995
"92","R",0.5,6.9409999999998
"93","R",0.5,13.8280000000004
"94","R",0.5,9.14099999999962
"95","R",0.5,11.3310000000001
"96","R",0.5,12.3789999999999
"97","R",0.5,13.5109999999995
"98","R",0.5,12.7379999999994
"99","R",0.5,6.10599999999977
"100","R",0.5,12.2379999999994
