"","tag","rho","user.time"
"1","R",0.1,0.700000000000728
"2","R",0.1,0.704000000001543
"3","R",0.1,0.715000000000146
"4","R",0.1,0.74199999999837
"5","R",0.1,0.752000000000407
"6","R",0.1,0.751000000000204
"7","R",0.1,0.78099999999904
"8","R",0.1,0.783999999999651
"9","R",0.1,0.745999999999185
"10","R",0.1,0.748999999999796
"11","R",0.1,0.781999999999243
"12","R",0.1,0.785000000003492
"13","R",0.1,0.751000000000204
"14","R",0.1,0.75
"15","R",0.1,0.781999999999243
"16","R",0.1,0.783999999999651
"17","R",0.1,0.748999999999796
"18","R",0.1,0.751000000000204
"19","R",0.1,0.75
"20","R",0.1,0.783999999999651
"21","R",0.2,1.41400000000067
"22","R",0.2,1.43800000000192
"23","R",0.2,1.43700000000172
"24","R",0.2,1.41200000000026
"25","R",0.2,1.43000000000029
"26","R",0.2,1.4419999999991
"27","R",0.2,1.41300000000047
"28","R",0.2,1.41500000000087
"29","R",0.2,1.41700000000128
"30","R",0.2,1.41700000000128
"31","R",0.2,1.45000000000073
"32","R",0.2,1.43399999999747
"33","R",0.2,1.41199999999662
"34","R",0.2,1.41100000000006
"35","R",0.2,1.41200000000026
"36","R",0.2,1.41200000000026
"37","R",0.2,1.40999999999985
"38","R",0.2,1.41300000000047
"39","R",0.2,1.40699999999924
"40","R",0.2,1.40999999999985
"41","R",0.3,2.07299999999668
"42","R",0.3,2.04200000000128
"43","R",0.3,2.07200000000012
"44","R",0.3,2.04100000000108
"45","R",0.3,2.04000000000087
"46","R",0.3,2.06999999999971
"47","R",0.3,2.04199999999764
"48","R",0.3,2.07300000000032
"49","R",0.3,2.07099999999991
"50","R",0.3,2.04100000000108
"51","R",0.3,2.07099999999991
"52","R",0.3,2.04400000000169
"53","R",0.3,2.07200000000012
"54","R",0.3,2.06899999999951
"55","R",0.3,2.04200000000128
"56","R",0.3,2.07500000000073
"57","R",0.3,2.03999999999724
"58","R",0.3,2.04000000000087
"59","R",0.3,2.07300000000032
"60","R",0.3,2.06199999999808
"61","R",0.4,1.86300000000119
"62","R",0.4,0.288000000000466
"63","R",0.4,2.3839999999982
"64","R",0.4,2.43400000000111
"65","R",0.4,2.33799999999974
"66","R",0.4,2.31100000000151
"67","R",0.4,0.224999999998545
"68","R",0.4,0.416000000001077
"69","R",0.4,2.33899999999994
"70","R",0.4,0.262000000002445
"71","R",0.4,2.25400000000081
"72","R",0.4,2.39099999999962
"73","R",0.4,0.197000000000116
"74","R",0.4,0.299999999999272
"75","R",0.4,0.255000000001019
"76","R",0.4,0.199000000000524
"77","R",0.4,2.28800000000047
"78","R",0.4,0.162000000000262
"79","R",0.4,0.144000000000233
"80","R",0.4,2.35399999999936
"81","R",0.5,0.279999999998836
"82","R",0.5,0.25
"83","R",0.5,0.356999999999971
"84","R",0.5,0.150999999998021
"85","R",0.5,0.200000000000728
"86","R",0.5,0.463999999999942
"87","R",0.5,0.83100000000195
"88","R",0.5,0.288000000000466
"89","R",0.5,0.150000000001455
"90","R",0.5,0.215999999996711
"91","R",0.5,0.13799999999901
"92","R",0.5,0.148999999997613
"93","R",0.5,1.15400000000227
"94","R",0.5,0.237999999997555
"95","R",0.5,0.192999999999302
"96","R",0.5,0.145000000000437
"97","R",0.5,0.230999999999767
"98","R",0.5,0.145000000000437
"99","R",0.5,0.253000000000611
"100","R",0.5,0.247999999999593
"101","R",0.6,0.147000000000844
"102","R",0.6,0.0910000000003492
"103","R",0.6,0.191999999999098
"104","R",0.6,0.340000000000146
"105","R",0.6,0.135999999998603
"106","R",0.6,0.161000000000058
"107","R",0.6,0.161000000000058
"108","R",0.6,0.151999999998225
"109","R",0.6,0.180000000000291
"110","R",0.6,0.0900000000001455
"111","R",0.6,0.213999999999942
"112","R",0.6,0.125
"113","R",0.6,0.257000000001426
"114","R",0.6,0.127000000000407
"115","R",0.6,0.233000000000175
"116","R",0.6,0.210999999999331
"117","R",0.6,0.143999999996595
"118","R",0.6,0.110000000000582
"119","R",0.6,0.181000000000495
"120","R",0.6,0.21900000000096
"121","R",0.7,0.0679999999993015
"122","R",0.7,0.0930000000007567
"123","R",0.7,0.0679999999993015
"124","R",0.7,0.069999999999709
"125","R",0.7,0.0850000000027649
"126","R",0.7,0.0910000000003492
"127","R",0.7,0.0900000000001455
"128","R",0.7,0.0930000000007567
"129","R",0.7,0.141999999999825
"130","R",0.7,0.0819999999985157
"131","R",0.7,0.0930000000007567
"132","R",0.7,0.055000000000291
"133","R",0.7,0.0830000000023574
"134","R",0.7,0.0980000000017753
"135","R",0.7,0.0610000000015134
"136","R",0.7,0.126999999996769
"137","R",0.7,0.0689999999995052
"138","R",0.7,0.132000000001426
"139","R",0.7,0.0600000000013097
"140","R",0.7,0.0760000000009313
"141","C++v1",0.1,0.0849999999991269
"142","C++v1",0.1,0.0849999999991269
"143","C++v1",0.1,0.0839999999989232
"144","C++v1",0.1,0.0840000000025611
"145","C++v1",0.1,0.0849999999991269
"146","C++v1",0.1,0.0850000000027649
"147","C++v1",0.1,0.0849999999991269
"148","C++v1",0.1,0.0839999999989232
"149","C++v1",0.1,0.0860000000029686
"150","C++v1",0.1,0.0839999999989232
"151","C++v1",0.1,0.0850000000027649
"152","C++v1",0.1,0.0839999999989232
"153","C++v1",0.1,0.0849999999991269
"154","C++v1",0.1,0.0849999999991269
"155","C++v1",0.1,0.0849999999991269
"156","C++v1",0.1,0.0849999999991269
"157","C++v1",0.1,0.0839999999989232
"158","C++v1",0.1,0.0850000000027649
"159","C++v1",0.1,0.0849999999991269
"160","C++v1",0.1,0.0849999999991269
"161","C++v1",0.2,0.167999999997846
"162","C++v1",0.2,0.16899999999805
"163","C++v1",0.2,0.171999999998661
"164","C++v1",0.2,0.170999999998457
"165","C++v1",0.2,0.170000000001892
"166","C++v1",0.2,0.170000000001892
"167","C++v1",0.2,0.171000000002095
"168","C++v1",0.2,0.16899999999805
"169","C++v1",0.2,0.168000000001484
"170","C++v1",0.2,0.168000000001484
"171","C++v1",0.2,0.17500000000291
"172","C++v1",0.2,0.167999999997846
"173","C++v1",0.2,0.167999999997846
"174","C++v1",0.2,0.168000000001484
"175","C++v1",0.2,0.168000000001484
"176","C++v1",0.2,0.168000000001484
"177","C++v1",0.2,0.168000000001484
"178","C++v1",0.2,0.168000000001484
"179","C++v1",0.2,0.169999999998254
"180","C++v1",0.2,0.16899999999805
"181","C++v1",0.3,0.259999999998399
"182","C++v1",0.3,0.259000000001834
"183","C++v1",0.3,0.256999999997788
"184","C++v1",0.3,0.256000000001222
"185","C++v1",0.3,0.257000000001426
"186","C++v1",0.3,0.257000000001426
"187","C++v1",0.3,0.256999999997788
"188","C++v1",0.3,0.256999999997788
"189","C++v1",0.3,0.25800000000163
"190","C++v1",0.3,0.255000000001019
"191","C++v1",0.3,0.255000000001019
"192","C++v1",0.3,0.258999999998196
"193","C++v1",0.3,0.255999999997584
"194","C++v1",0.3,0.25800000000163
"195","C++v1",0.3,0.25800000000163
"196","C++v1",0.3,0.255999999997584
"197","C++v1",0.3,0.256999999997788
"198","C++v1",0.3,0.25800000000163
"199","C++v1",0.3,0.257000000001426
"200","C++v1",0.3,0.260000000002037
"201","C++v1",0.4,0.424999999999272
"202","C++v1",0.4,0.0639999999984866
"203","C++v1",0.4,0.520000000000437
"204","C++v1",0.4,0.534999999999854
"205","C++v1",0.4,0.516999999999825
"206","C++v1",0.4,0.519000000000233
"207","C++v1",0.4,0.0560000000004948
"208","C++v1",0.4,0.0989999999983411
"209","C++v1",0.4,0.520999999997002
"210","C++v1",0.4,0.0570000000006985
"211","C++v1",0.4,0.50800000000163
"212","C++v1",0.4,0.513000000002648
"213","C++v1",0.4,0.0460000000020955
"214","C++v1",0.4,0.0630000000019209
"215","C++v1",0.4,0.0599999999976717
"216","C++v1",0.4,0.0470000000022992
"217","C++v1",0.4,0.527999999998428
"218","C++v1",0.4,0.0380000000004657
"219","C++v1",0.4,0.0349999999998545
"220","C++v1",0.4,0.529999999998836
"221","C++v1",0.5,0.0689999999995052
"222","C++v1",0.5,0.055000000000291
"223","C++v1",0.5,0.0869999999995343
"224","C++v1",0.5,0.0389999999970314
"225","C++v1",0.5,0.0430000000014843
"226","C++v1",0.5,0.116000000001804
"227","C++v1",0.5,0.207999999998719
"228","C++v1",0.5,0.0640000000021246
"229","C++v1",0.5,0.0380000000004657
"230","C++v1",0.5,0.055000000000291
"231","C++v1",0.5,0.0360000000000582
"232","C++v1",0.5,0.0379999999968277
"233","C++v1",0.5,0.275000000001455
"234","C++v1",0.5,0.0599999999976717
"235","C++v1",0.5,0.0420000000012806
"236","C++v1",0.5,0.0379999999968277
"237","C++v1",0.5,0.058999999997468
"238","C++v1",0.5,0.0370000000002619
"239","C++v1",0.5,0.0650000000023283
"240","C++v1",0.5,0.0629999999982829
"241","C++v1",0.6,0.0380000000004657
