"","tag","rho","N","user.time","sd","se","ci"
"1","C++v1",0.1,20,0.0847499999999854,0.000550119604767325,0.000123010483201506,0.000257463900285141
"2","C++v1",0.2,20,0.169300000000112,0.00183819133108687,0.000411032077196107,0.000860300024704865
"3","C++v1",0.3,20,0.257350000000042,0.00142441123597477,0.000318508035155407,0.000666644979102595
"4","C++v1",0.4,20,0.284050000000025,0.234791615334672,0.0525010012435308,0.109885858483231
"5","C++v1",0.5,20,0.0743499999996857,0.0614168457950715,0.0137332242161402,0.0287439686289641
"6","C++v1",0.6,20,0.0423500000002605,0.014992190949776,0.00335235580953563,0.00701656134829352
"7","C++v1",0.7,20,0.0208499999997002,0.00436824666770064,0.000976769649146557,0.00204440237127971
"8","C++v2",0.1,20,0.531249999999818,0.0202585264697985,0.00452994423104483,0.00948128224070498
"9","C++v2",0.2,20,0.94049999999952,0.0167442055963931,0.00374411819427674,0.00783652944316903
"10","C++v2",0.3,20,1.34260000000013,0.0121845458632126,0.00272454728251073,0.00570254299966775
"11","C++v2",0.4,20,0.842850000000362,0.70573465082052,0.157807065331176,0.330293983693735
"12","C++v2",0.5,20,0.193949999999495,0.164426107223985,0.03676679530285,0.0769537869723714
"13","C++v2",0.6,20,0.111200000000463,0.0425633892597358,0.00951746317375536,0.0199202793596152
"14","C++v2",0.7,20,0.0527500000000145,0.0109153441011415,0.00244074514079538,0.00510853829036493
"15","R",0.1,20,0.754600000000028,0.0263666455961067,0.005895761189154,0.0123399699879463
"16","R",0.2,20,1.42030000000013,0.0129252914048093,0.00289018302101475,0.00604922258462634
"17","R",0.3,20,2.05764999999992,0.0153666590551405,0.00343608942343569,0.00719181781634888
"18","R",0.4,20,1.2702000000003,1.05923624918083,0.236852425740025,0.49573782441883
"19","R",0.5,20,0.304049999999734,0.254222959542024,0.0568459818977144,0.118980007508376
"20","R",0.6,20,0.173549999999886,0.0606417217852261,0.0135599012184395,0.0283811994255945
"21","R",0.7,20,0.0868000000004031,0.0238781997027029,0.0053393277715559,0.0111753414602368
