"","user.time","Routines","numSteps"
"1",1.02499999999998,"runBMLGrid()",1000
"2",1.06299999999999,"runBMLGrid()",1000
"3",1.03100000000001,"runBMLGrid()",1000
"4",1.03000000000003,"runBMLGrid()",1000
"5",1.06100000000004,"runBMLGrid()",1000
"6",1.03100000000001,"runBMLGrid()",1000
"7",1.02999999999997,"runBMLGrid()",1000
"8",1.03399999999999,"runBMLGrid()",1000
"9",1.03100000000006,"runBMLGrid()",1000
"10",1.03200000000004,"runBMLGrid()",1000
"11",1.02800000000002,"runBMLGrid()",1000
"12",1.06299999999999,"runBMLGrid()",1000
"13",1.029,"runBMLGrid()",1000
"14",1.02600000000007,"runBMLGrid()",1000
"15",1.029,"runBMLGrid()",1000
"16",1.03100000000006,"runBMLGrid()",1000
"17",1.02600000000007,"runBMLGrid()",1000
"18",1.06200000000001,"runBMLGrid()",1000
"19",1.029,"runBMLGrid()",1000
"20",1.02499999999998,"runBMLGrid()",1000
"21",2.06600000000003,"runBMLGrid()",2000
"22",2.08600000000001,"runBMLGrid()",2000
"23",2.09400000000005,"runBMLGrid()",2000
"24",2.09499999999991,"runBMLGrid()",2000
"25",2.05999999999995,"runBMLGrid()",2000
"26",2.09700000000009,"runBMLGrid()",2000
"27",2.08799999999997,"runBMLGrid()",2000
"28",2.06299999999999,"runBMLGrid()",2000
"29",2.06200000000001,"runBMLGrid()",2000
"30",2.06100000000004,"runBMLGrid()",2000
"31",2.04999999999995,"runBMLGrid()",2000
"32",2.0379999999999,"runBMLGrid()",2000
"33",1.995,"runBMLGrid()",2000
"34",1.99800000000005,"runBMLGrid()",2000
"35",2.02800000000002,"runBMLGrid()",2000
"36",2.02300000000002,"runBMLGrid()",2000
"37",2.12,"runBMLGrid()",2000
"38",2.09000000000003,"runBMLGrid()",2000
"39",2.09100000000001,"runBMLGrid()",2000
"40",2.11799999999994,"runBMLGrid()",2000
"41",3.15700000000004,"runBMLGrid()",3000
"42",3.15899999999999,"runBMLGrid()",3000
"43",3.14699999999993,"runBMLGrid()",3000
"44",3.14199999999994,"runBMLGrid()",3000
"45",3.11000000000001,"runBMLGrid()",3000
"46",3.10599999999999,"runBMLGrid()",3000
"47",3.10199999999998,"runBMLGrid()",3000
"48",3.13900000000001,"runBMLGrid()",3000
"49",3.13700000000006,"runBMLGrid()",3000
"50",3.101,"runBMLGrid()",3000
