"","Routines","numSteps","N","user.time","sd","se","ci"
"1","crunBMLGrid1()",1000,20,0.225049999999919,0.00851299316511948,0.00190356314091982,0.00398420344303023
"2","crunBMLGrid1()",2000,20,0.357299999999941,0.0668297916549305,0.0149435957062573,0.0312773052725492
"3","crunBMLGrid1()",3000,20,0.389199999999983,0.114362581293115,0.0255722505853751,0.053523335600547
"4","crunBMLGrid1()",4000,20,0.396099999999933,0.125572750983179,0.0280789207320042,0.0587698565139089
"5","crunBMLGrid1()",5000,20,0.397499999999991,0.128286890662389,0.0286858208143185,0.0600401129848151
"6","crunBMLGrid1()",6000,20,0.395799999999963,0.123624473815994,0.0276432727135206,0.0578580347319675
"7","crunBMLGrid1()",7000,20,0.395299999999907,0.124640578000057,0.0278704805162992,0.0583335861285323
"8","crunBMLGrid1()",8000,20,0.394249999999965,0.124396596247127,0.027815924537817,0.0582193991532574
"9","crunBMLGrid1()",9000,20,0.395150000000149,0.124544760501593,0.0278490550722992,0.058288742158864
"10","crunBMLGrid1()",10000,20,0.394749999999885,0.124519656026022,0.0278434415409076,0.0582769929026311
"11","crunBMLGrid2()",1000,20,0.605749999999989,0.0273031230140124,0.00610516390573708,0.0127782549108131
"12","crunBMLGrid2()",2000,20,1.00605,0.188426301382179,0.0421334018639415,0.0881862235952815
"13","crunBMLGrid2()",3000,20,1.10070000000019,0.343103498271942,0.0767202745454045,0.160577380084341
"14","crunBMLGrid2()",4000,20,1.13165000000013,0.371801202540498,0.0831372762996721,0.174008319113204
"15","crunBMLGrid2()",5000,20,1.12940000000003,0.357570368488555,0.0799551650680057,0.167348083761523
"16","crunBMLGrid2()",6000,20,1.13029999999994,0.361248580401582,0.0807776382553236,0.169069539926685
"17","crunBMLGrid2()",7000,20,1.13389999999995,0.364059841813289,0.0814062554172335,0.170385250767576
"18","crunBMLGrid2()",8000,20,1.11454999999996,0.363172349254609,0.08120780604816,0.169969891464524
"19","crunBMLGrid2()",9000,20,1.13030000000003,0.359339613589616,0.0803507802994888,0.168176115957307
"20","crunBMLGrid2()",10000,20,1.12339999999995,0.371650854828669,0.0831036575292811,0.173937954218095
"21","runBMLGrid()",1000,20,0.99779999999987,0.0349866139814882,0.00782324471651521,0.0163742393751891
"22","runBMLGrid()",2000,20,1.6799,0.306661290952002,0.0685715492636518,0.143521902056868
"23","runBMLGrid()",3000,20,1.80849999999996,0.564208481437714,0.126160851797666,0.264057697537156
"24","runBMLGrid()",4000,20,1.86709999999998,0.613988076345739,0.13729190760834,0.287355265099859
"25","runBMLGrid()",5000,20,1.85214999999998,0.601358836303367,0.13446792368445,0.281444598817894
"26","runBMLGrid()",6000,20,1.84125000000004,0.577501321484155,0.129133221193453,0.270278938181126
"27","runBMLGrid()",7000,20,1.86315000000004,0.613765965597778,0.137242242135243,0.287251314069993
"28","runBMLGrid()",8000,20,1.84975000000009,0.617546748709718,0.138087650939891,0.28902077503393
"29","runBMLGrid()",9000,20,1.86514999999995,0.609643577925118,0.136320448228675,0.28532197725034
"30","runBMLGrid()",10000,20,1.85395000000003,0.594023079030786,0.132827598491657,0.278011358732326
